order_id,order_item_id,courier_code,over_ride
405-7668722-2613137,50167078402722,IMILEUAE,
406-3250887-2633941,50164420495082,IMILEUAE,
404-1960245-0013917,50176920786522,IMILEUAE,
405-2768099-6934713,50171980875802,IMILEUAE,
402-8460158-6479552,50175443941002,IMILEUAE,
404-5048743-8332342,50168986389042,IMILEUAE,
404-5369208-9066766,50167985274442,IMILEUAE,
402-5024213-3584351,50165884560042,IMILEUAE,
407-2480779-6904330,50164432692402,IMILEUAE,
405-6305416-7015534,50169305000402,IMILEUAE,
407-7859824-1600357,50162977276162,IMILEUAE,
171-4213139-6280333,50170870382202,IMILEUAE,
171-3375327-8491510,50176738218442,IMILEUAE,
408-9747024-2727560,50176749567642,IMILEUAE,
404-3058278-7231561,50174260267922,IMILEUAE,
405-7604243-3721132,50173667421362,IMILEUAE,
171-0663944-7657919,50161798143642,IMILEUAE,
408-5654946-4552301,50162777079042,IMILEUAE,
404-3263840-0961162,50164446243242,IMILEUAE,
406-9127460-7655508,50173513584162,IMILEUAE,
406-8391708-9995503,50170402662162,IMILEUAE,
403-7846385-3282764,50167047078802,IMILEUAE,
402-6759520-2013113,50174943200002,IMILEUAE,
405-2462085-2458724,50174311881722,IMILEUAE,
408-1245147-9733117,50165983203082,IMILEUAE,
406-9547272-9489923,50163372921802,IMILEUAE,
402-4508029-6905166,50176020074762,IMILEUAE,
402-3989675-7308313,50161744907882,IMILEUAE,
407-4595552-8293960,50174152114042,IMILEUAE,
408-4211389-2245141,50170249001962,IMILEUAE,
403-1518981-1101900,50167314758682,IMILEUAE,
404-8207788-8555533,50174557635362,IMILEUAE,
403-9626366-0121958,50173600923522,IMILEUAE,
406-3455879-3858705,50169270009562,IMILEUAE,
403-1199617-0551524,50168864561362,IMILEUAE,
171-4700299-3168347,50164501777962,IMILEUAE,
408-0622678-6942729,50162272562762,IMILEUAE,
405-5771711-7140322,50173537772242,IMILEUAE,
404-1773258-8455501,50169981259362,IMILEUAE,
405-1450309-9805935,50168649624762,IMILEUAE,
407-4361564-7882738,50165605180882,IMILEUAE,
407-4977312-5313922,50162461575842,IMILEUAE,
406-0163785-7593143,50165013998082,IMILEUAE,
406-7061299-5405925,50162280358402,IMILEUAE,
404-0959033-5159560,50164979164082,IMILEUAE,
402-2813602-4579544,50171779241482,IMILEUAE,
406-4900959-6249126,50163062028722,IMILEUAE,
404-4300167-1258766,50174632878642,IMILEUAE,
406-8218661-9632323,50210012994242,PPLUAE,
406-6361919-5797964,50217563690562,PPLUAE,
406-5860258-8654725,50215571631122,PPLUAE,
407-9033332-0554739,50209729472722,PPLUAE,
407-5867287-3269148,50210572316682,PPLUAE,
407-0661335-1764334,50214711745322,PPLUAE,
405-1293705-3894748,50209918212402,PPLUAE,
403-5203820-7627552,50220330441642,PPLUAE,
405-3838147-9921965,50216959777722,PPLUAE,
402-7834130-7934708,50215256775602,PPLUAE,
402-5242414-3025130,50208032018042,PPLUAE,
402-4479858-9654747,50214482219642,PPLUAE,
407-2350910-4864332,50212735160762,PPLUAE,
403-2684386-1654733,50217176116562,PPLUAE,
406-4789121-8823546,50208886996002,PPLUAE,
404-6616940-1803544,50220869602242,PPLUAE,
404-5179484-6864323,50218304841922,PPLUAE,
404-6843801-2179503,50204693660882,PPLUAE,
407-2096530-3426735,50203539940602,PPLUAE,
403-0563604-0021953,50207665999522,PPLUAE,
171-9893236-7193158,50207407366042,PPLUAE,
402-3784186-3845942,50203487191082,PPLUAE,
405-9660074-6021906,50208323703442,PPLUAE,
403-2285589-7014737,50205044895722,PPLUAE,
171-9479288-8679560,50207406554162,PPLUAE,
407-9935237-0858715,50206935247562,PPLUAE,
406-5425947-4166765,50207372424362,PPLUAE,
407-9873860-0857139,50204213177162,PPLUAE,
404-8323018-5554737,50204645598082,PPLUAE,
407-7614695-1424322,50202597253842,PPLUAE,
403-4225698-6955549,50163426238002,TEUAE,
171-2248427-8743559,50161460154122,TEUAE,
403-5613173-9465120,50172633048962,TEUAE,
406-6615494-4621941,50167082749522,TEUAE,
403-8645317-5590740,50174064236642,TEUAE,
406-2617182-3364332,50159201652442,TEUAE,
404-9111514-7886733,50160133457722,TEUAE,
404-5720676-2137112,50156478258802,TEUAE,
408-2469086-0013944,50157151996442,TEUAE,
171-5745289-9378753,50161141325962,TEUAE,
408-5507932-6176339,50161031749962,TEUAE,
402-6873382-3053148,50160108082242,TEUAE,
405-4628472-2058742,50157267688722,TEUAE,
402-5677700-5822752,50157134102442,TEUAE,
407-1306829-0359558,50155553256522,TEUAE,
408-3102725-0626705,50154605902162,TEUAE,
406-9710827-8211504,50160878911042,TEUAE,
171-3259825-1864308,50157090263042,TEUAE,
171-4578799-0701966,50160218778602,TEUAE,
407-6239457-4393108,50158281050642,TEUAE,
403-6827434-8633137,50156234380482,TEUAE,
402-5091586-9725966,50161211859842,TEUAE,
171-2444681-2284356,50155513639682,TEUAE,
404-3857848-7647529,50159306363322,TEUAE,
406-8539838-7234746,50153885584722,TEUAE,
407-1344778-2869160,50159647227202,TEUAE,
408-1312071-1961133,50160180844602,TEUAE,
408-7723632-0468309,50157108720122,TEUAE,
404-1858247-2993939,50157168234402,TEUAE,
407-3798422-1175554,50158530478402,TEUAE,
171-7954547-0689140,50160331781962,TEUAE,
408-0861258-8288321,50157699257522,TEUAE,
171-8134867-7761931,50158797787362,TEUAE,
403-9321735-9053905,49875009732522,TEUAE,
402-8571138-6331513,50149086708322,TEUAE,
405-8149389-1651555,50147244881562,TEUAE,
407-9518313-7535506,50140666766282,TEUAE,
407-3854798-5873137,50137613188202,TEUAE,
403-5422336-5203537,50153449784602,TEUAE,
408-5143525-0634710,50144421763482,TEUAE,
408-4840974-9347546,50137826409842,TEUAE,
407-0633454-3357914,50138660573882,TEUAE,
402-3418659-2151551,50139463271842,TEUAE,
171-3309109-1431514,50153419951122,TEUAE,
402-9119144-9501160,50152194671722,TEUAE,
408-1105704-9648305,50145690378202,TEUAE,
406-9848239-6191525,50145630474802,TEUAE,
402-8162443-8437140,50150616863682,TEUAE,
402-1169426-0222740,50142688062202,TEUAE,
404-2936461-2481158,50144911149722,TEUAE,
407-9090495-8681121,50141462438282,TEUAE,
402-5497385-5245148,50152618194682,TEUAE,
403-7170894-3012356,50143374388402,TEUAE,
403-4437503-3874737,50140978065722,TEUAE,
405-4723526-5517168,50153466592882,TEUAE,
408-2750839-2149162,50147395500082,TEUAE,
407-4432429-7585153,50145618885922,TEUAE,
402-8303351-9502737,50140704685682,TEUAE,
403-5227705-9752355,50147937005442,TEUAE,
403-1571215-8725900,50142639986842,TEUAE,
171-5160420-0097129,50148121624322,TEUAE,
403-5398082-9013933,50142645721482,TEUAE,
407-1273941-0681900,50142748478562,TEUAE,
408-8405803-2007550,50140500308002,TEUAE,
408-1774508-6955566,50138673897522,TEUAE,
407-4694317-4055538,50135833337042,TEUAE,
171-8861175-8187558,50145897228602,TEUAE,
404-1169546-4621133,50139474381922,TEUAE,
407-6742528-5627504,50143965697522,TEUAE,
405-2882551-2752360,50135556636762,TEUAE,
171-5115767-9097128,50152288001522,TEUAE,
404-0952612-8133905,50153701272002,TEUAE,
407-5074291-0456304,50150562967362,TEUAE,
403-1812539-7719509,50154180821442,TEUAE,
402-2428988-7461912,50140546848602,TEUAE,
408-2558139-5109101,50145044471722,TEUAE,
171-8110517-4268341,50141597417442,TEUAE,
402-2531910-4961937,50137410399082,TEUAE,
171-5911041-8337138,50133249947082,TEUAE,
407-7922884-1937104,50133540156442,TEUAE,
404-4621406-4482759,50132328390202,TEUAE,
403-8434276-7688323,50137393358322,TEUAE,
407-6119343-0606764,50134506779762,TEUAE,
404-6680599-0008324,50134657862202,TEUAE,
407-3253696-2538734,50134919584122,TEUAE,
406-0322395-5450713,50136105312442,TEUAE,
403-1073022-1661903,50134525849122,TEUAE,
403-8074082-0298755,50135886852642,TEUAE,
403-0224673-0103575,50130173077602,TEUAE,
171-5922596-8666755,50134451951282,TEUAE,
407-1477515-4425109,50087461026082,TEUAE,
407-8453436-0249905,50083712554602,TEUAE,
405-4879407-5980356,50086156994642,TEUAE,
406-1303469-6763525,50091898000202,TEUAE,
406-0724640-6849135,50079967564402,TEUAE,
171-0500851-5982721,50077563712882,TEUAE,
406-9156595-6001166,50130909318482,TEUAE,
406-6783077-6384311,50074680295082,TEUAE,
171-0690628-1270745,50074636260362,TEUAE,
171-9513645-2551567,50092997757042,TEUAE,
402-7425078-1293157,50080501529842,TEUAE,
408-1528790-6091513,50087796686882,TEUAE,
404-7235146-1376333,50077932758322,TEUAE,
408-8844930-8450706,50081820582842,TEUAE,
403-5571481-3820343,50077968424922,TEUAE,
403-7746291-9849152,50073902485562,TEUAE,
404-5867788-4793967,50076521480682,TEUAE,
404-5053108-9901128,50084964673522,TEUAE,
406-7244570-3301906,50073602945082,TEUAE,
405-9587822-5729116,50075957827562,TEUAE,
402-1451317-7853153,50069099025802,TEUAE,
402-4192748-5726752,50070952007202,TEUAE,
407-6059532-4275562,50073823910842,TEUAE,
402-1341251-0187539,50129789651282,TEUAE,
404-5265351-6306755,50087719208282,TEUAE,
405-7497580-3277100,50081014261722,TEUAE,
407-0051792-6326722,50079055419362,TEUAE,
408-5868867-4945946,50084007465082,TEUAE,
404-7074196-2120364,50071527929002,TEUAE,
408-7536611-4994754,50067956114602,TEUAE,
171-9459075-6586757,50069033388162,TEUAE,
406-3762547-6089956,50069276842642,TEUAE,
405-4026615-9257113,50068753991202,TEUAE,
406-4280666-0861919,50068486648522,TEUAE,
408-7036401-1681142,50070462061402,TEUAE,
402-7635759-8077918,50067202745562,TEUAE,
403-2739643-5593163,50067465889842,TEUAE,
404-7174449-5625939,50054925585522,TEUAE,
406-8690947-5968353,50057726064042,TEUAE,
406-0342465-5291518,50050975756642,TEUAE,
408-5956845-1004324,50065779996322,TEUAE,
405-7751331-9797918,50069408871962,TEUAE,
171-7305523-3786702,50065804653722,TEUAE,
402-6538790-8660336,50065435941642,TEUAE,
403-5254110-7832348,50059824851562,TEUAE,
171-8681300-4469932,50056991395442,TEUAE,
406-2647144-2397168,50050243470082,TEUAE,
405-0972605-9925936,50047022298082,TEUAE,
408-4043322-8400335,50049946796802,TEUAE,
406-6123387-3805153,50050782140722,TEUAE,
407-6715843-5663561,50066900141802,TEUAE,
405-6900991-5836326,50060415058442,TEUAE,
404-7531230-0977944,50064015039122,TEUAE,
407-4433565-3065134,50060996345242,TEUAE,
405-8076412-9681149,50052499339042,TEUAE,
406-3940901-8974757,50047249012482,TEUAE,
407-6430950-3429159,50068414103282,TEUAE,
402-3415527-8701143,50066537357762,TEUAE,
404-2925622-8142741,50054198737762,TEUAE,
402-1341775-9976317,50043845642042,TEUAE,
402-0305218-9782730,50060711887082,TEUAE,
171-7423120-4115506,50059420281922,TEUAE,
405-7402520-9519526,50047277967602,TEUAE,
404-7491485-6946745,50040379427522,TEUAE,
402-4804382-5199554,50046118416082,TEUAE,
407-7796760-7552335,50031681769602,TEUAE,
403-1541923-2559564,50042474923842,TEUAE,
405-9904808-4727534,50030521735642,TEUAE,
402-0880290-9060303,50040675612962,TEUAE,
406-0632304-0026768,50035354285402,TEUAE,
171-1784147-2706769,50034262468802,TEUAE,
406-7603656-0118743,50029757760482,TEUAE,
404-4738524-4366738,50029265025442,TEUAE,
171-5301133-5545104,50024230207282,TEUAE,
405-9718228-3772358,50024113577002,TEUAE,
407-4797271-9124348,50006236059002,TEUAE,
402-5793393-0288345,50009196585522,TEUAE,
402-6929863-8113945,50010362698882,TEUAE,
406-9380592-9970769,50020435061682,TEUAE,
404-4313649-7157965,50014253774642,TEUAE,
402-6252036-5674714,50017967933962,TEUAE,
403-6704852-1509915,50018076857122,TEUAE,
171-4354498-4485967,50006266562442,TEUAE,
408-4807107-5293915,50025187549522,TEUAE,
408-0020198-8949935,50026307268122,TEUAE,
407-4442264-6119545,50020671006002,TEUAE,
408-2599812-3445940,50026835536202,TEUAE,
406-2558588-6253157,50021721202362,TEUAE,
171-7342716-5337941,50005264452402,TEUAE,
403-6862935-5315510,50023501682162,TEUAE,
402-0396185-2283544,50018542903762,TEUAE,
408-7701856-6493920,50001384216082,TEUAE,
404-8241338-7716364,49982996595282,TEUAE,
171-7176130-3393950,49987307124642,TEUAE,
405-6366712-6221149,49986964810002,TEUAE,
402-9080331-8607559,49983640842642,TEUAE,
406-0140679-5266766,49980634475762,TEUAE,
404-2309613-7923526,49997516162282,TEUAE,
403-3839068-5005101,49998627700002,TEUAE,
171-7287020-0065119,49998421506962,TEUAE,
405-7982662-0152367,49975884559522,TEUAE,
408-3901962-3178752,49977135437882,TEUAE,
403-7339647-6265938,49973287201002,TEUAE,
404-0168423-4057926,49972107369282,TEUAE,
408-9678871-4389161,49972696767042,TEUAE,
402-6863726-0686723,49971023239642,TEUAE,
404-2801798-5990728,49971969810042,TEUAE,
408-1985672-7510722,49955647053882,TEUAE,
403-2109268-6115556,49921628639842,TEUAE,
404-1773996-9678768,49929374019522,TEUAE,
